,link_name,num_comments,status_message,status_type
248,Timeline Photos,22,"Profitez de super promo chez myTEK :
Pc Portable VEGA BOOK Quad-Core  2Go de RAM et  32Go Disque Dur+ Windows10+sacoche+souris à 359 dt seulement !
http://www.mytek.tn/pc-portable/10024-pc-portable-vega-book-quad-core-2go-32gb-me-.html",photo
249,Timeline Photos,22,"Profitez-en vite !! les plus beaux cadeaux chez MYTEK à des prix fous !!
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse) 
www.mytek.tn",photo
250,Timeline Photos,22,"Les meilleurs offres sont toujours chez Mytek ! Asus Light Gaming -X550JX / i7-4720MQ/ 8Go DD3/ 1To/ GeForce GTX950( 4Go Dédiée) + Garantie 2 ans à 1559 TTC !!
www.mytek.tn",photo
251,60 dt de réduction !,22,L'Acer Liquide Z4 à 199 dt seulement au lieu 259 dt ! Profitez de notre offre !!!,offer
252,40 Dinars de Réduction,22,Du jamais vu! La Tablette Acer B1-720 est en promotion à 149DT seulement au lieu de 189DT,offer
253,50DT de réduction,22,"L'Asus Fonepad 7"" Double SIM 3G à processeur Quad-Core et RAM 1Go pour 249DT seulement",offer
254,Prix jamais Vu !,22,Fêtez la fin d'année avec votre tablette Acer B1-720 à 149DT seulement au lieu de 189DT,offer
255,Timeline Photos,22,"Tablette PointOfView MOBII 701 à 149 TTC au lieu de 199 TTC !!
www.mytek.tn",photo
256,Timeline Photos,22,"Profitez des meilleures offres seulement chez MyTEK : CHARGUIA-TUNIS-ARIANA-SOUSSE
::::::PACKARD BELL EasyNote TE B960 à 629 TTC au lieu de 699 TTC::::::
www.mytek.tn",photo
257,Timeline Photos,22,"ACER UltraBook Time Line M3-580 T
Disponible chez Mytek.tn à 1119 DT
www.mytek.tn",photo
258,Timeline Photos,22,":::::::Netbook Packard Bell Dot S:::::::
Performance & Elégance Sans Compromis !
Disponible chez www.mytek.tn à 499 DT",photo
259,Timeline Photos,22,"Profitez !!
www.mytek.tn",photo
260,Timeline Photos,22,::::: Vivez une expérience de jeu en 3D incomparable avec le nouveau ASUS ROG G74 disponible en exclusivité chez Mytek au prix PROMO de 3199 DT...,photo
261,Timeline Photos,22,":::::::::: Nouvel iPad : Disponible en promo chez MyTEK !

Voici venir l'iPad 3, ou plutôt le « nouvel iPad », comme le nomme Apple. La troisième génération de tablette de la firme reçoit un écran haute définition, un processeur graphique plus performant...",photo
262,Timeline Photos,22,"::::: Fin et léger, cet netbook ASUS sera un achat idéal pour tous ceux qui bougent beaucoup, cela grâce à son autonomie maximale de 5 heures et sa technologie ""Instant-on"" !",photo
263,Timeline Photos,22,"::::::::::  Images époustouflantes en toute simplicité !  ::::::::::

Léger, compact et facile à transporter, l'appareil photo numérique W610 Cyber-shot est le compagnon idéal de vos vacances, de vos réunions de famille et de toutes les autres occasions. Une qualité d'image incomparable est associée à une utilisation simple, même si vous êtes débutant en matière de photographie numérique.

***** Disponible chez MyTEK au prix réduit de 239 DT !!!!",photo
264,MyTEK,22,,photo
265,Timeline Photos,22,"Asus Gamer en exclusivité chez Mytek : 
Processeur Intel® Core™ i7 2670QM 2.2 GHz ~ 3.1 GHz﻿ 6Mo
Mémoire 16 Go DDR3
Disque 750 G SATA
Ecran 3D  Full HD 17.3""﻿ 
Rétroéclairage LED  ﻿﻿
NVIDIA® GeForce® GTX 560M 3 Go GDDR5 VRAM ﻿﻿

+ Sac à dos, souris ASUS Gaming et lunettes 3D﻿ 
Prix : 3 259,000 DT TTC

pour plus de détails : http://www.mytek.tn/736-pc-asus-gamer.html",photo
266,HP Pavilion G6-1114EK-i5,22,"HP Pavilion G6, Intel Core i5, 4Go RAM + 2 Go offerts, Disque dur 500 Go, ATI Radeon HD 6470 1Go didée, Ecran 15.6"", Prix : 999,000",link
267,Timeline Photos,21,"Avec le Smartphone Huawei GR3 ! bénéficiez d'une performance remarquable à prix raisonnable !!
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse)
www.mytek.tn",photo
268,Timeline Photos,21,"PC Portable ASUS ROG GL552JX Gaming Without Limits, 1849 TTC seulement !!
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse) 
www.mytek.tn",photo
269,Timeline Photos,21,"Les Jours Anniversaires Mytek Commencent....Profitez ...PC Portable Dell Inspiron 3542 à 429 TTC seulement !! Pleins de cadeaux et de remises Exceptionnelles !! 
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse) 
www.mytek.tn",photo
270,Timeline Photos,21,"Les meilleures offres sont toujours chez Mytek ! Appareil Photo Samsung ES95 + carte mémoire 4Go offerte à 169 TTC seulement !!!
www.mytek.tn",photo
271,Timeline Photos,21,"Le Smartphone #Acer #liquid #E3 #Duo #Plus Double SIM à processeur Quad Core 1Ghz,RAM 2Go de qualité pour un prix exceptionnel ! seulement 499 dinars",photo
272,Timeline Photos,21,"Tablette Point Of View ONYX P527S 3G Double SIM à 239 TTC au lieu de 269 TTC !!
www.mytek.tn",photo
273,Timeline Photos,21,"::::::::::HP Pavilion g6-2001sk:::::::::::
::Disponible chez Mytek.tn à 889 DT !!!::
::::::::::::::www.mytek.tn::::::::::::::::",photo
274,MyTEK,21,,photo
275,MyTEK,21,"::::::::::   Produit de la semaine  ::::::::::

Offrez-vous un PC portable moderne et performant pour un prix abordable en faisant l'achat du ACER Aspire 5750G Basé sur un processeur Intel iCore 5, cet ordinateur portable met l'accent sur la mémoire généreuse 8Go DDR3, le graphisme fluide ainsi que la performance et l'autonomie de la batterie. Avec lui, travaillez confortablement et profitez agréablement des loisirs multimédias !

:::::::: Disponible chez MyTEk au prix réduit de 999 DT !!!!",photo
276,Timeline Photos,21,"::::::::::   À vous la vie nomade grâce à l’Aspire S3 !

Le plus mobile et le plus réactif des PC Portables Acer. Cette merveille technologique extraplate aux formes ultra-aérodynamiques possède toute la richesse d’un ordinateur portable de taille standard. L'Acer Aspire S3-951 est équipé d'un processeur Intel Core i7 de 2nd génération, de 4 Go de mémoire vive, d'un disque dur de 500 Go SATA avec un disque de démarrage ultra rapide SSD , du contrôleur graphique Intel HD Graphics, d'une webcam HD et des connexions réseaux sans fil Wi-Fi N et Bluetooth 4.0.

::: Ce concentré de technologie n'a qu'un seul objectif : vous permettre de vivre l'informatique mobile comme vous l'aimez.",photo
277,MyTEK,21,"Succombez à la tentation avec ce nouvel Ultrabook d'ASUS, le Zenbook UX31E vous surprendra par sa finesse, la qualité de sa finition, et surtout ses performances. Grâce à son disque SSD, son Core i5-2557M, et Intel HD, ses 18mm d'épaisseur dans un chassis aluminium sont associées à des performances exceptionnelles pour un ordinateur de cette taille. Si la perfection n'existe pas, on s'en rapproche avec le Zenbook.",photo
278,Timeline Photos,21,"::::::::::::: ACER ICONIA TAB A200 :::::::::::::

Préparez-vous à un nouveau monde de divertissement, d'information et de connectivité aux bouts de vos doigts ! Choisissez une tablette Internet performante et pas chère en faisant l'achat de la tablette Acer Iconia Tab A200 Disponible Chez MyTEK au prix réduit de 739 DT.

www.mytek.tn",photo
279,MyTEK,21,"صباحكم ورد وفل وياسمين...:)
Com d'hab', Pleins de promos et de nouveaux produits vous attendent sur notre site web : www.mytek.tn",photo
280,Timeline Photos,21,"Vivez la coupe d'europe 2012 avec mytek !!!
Payez 125 DT x 6 et partez avec un TV TOSHIBA LCD 32"" !!!
ou 699TTC au comptant.",photo
281,,21,Merci à tous ceux qui nous ont fait confiance et à tous ceux qui ont participé au succès phénoménal de notre foire privée dans nos points de vente et sur notre site web :),status
282,,21,"LIVRAISON assurée vers toute la République : 
vous pouvez commander votre PC par tél et le recevoir chez vous en moins de 3 jours et le paiement sera à la livraison du PC pour cela il suffit d'appeler le 25772772",status
283,Timeline Photos,20,"M A B R O U K à Zita Houssem a gagné une superbe tablette HP
Restez connectés à notre page le prochain cadeau sera un PC Asus à gagner
Bonne chance à tous 
www.mytek.tn",photo
284,Timeline Photos,20,"Les meilleurs offres sont toujours chez Mytek ! HP 250 G3 Dual Core /2 Go/ 500 Go / à 435 TTC seulement !!!
www.mytek.tn",photo
285,Timeline Photos,20,"Les promotions continuent chez Mytek : Le Galaxy Y Duos S 6102 ,3G - Bleutooth -GPS - Double Sim à 199 dt au lieu de 249 dt.
+1500 articles en stock !!!",photo
286,17% de réduction,20,"L'Asus Fonepad 7"" Double SIM 3G en promotion à 249DT seulement au lieu de 299DT",offer
287,20% de réduction,20,La Tablette Acer B1-720 est en promotion jusqu'au la fin d'année à 149DT seulement,offer
288,Timeline Photos,20,"Profitez des meilleures offres seulement chez MyTEK : CHARGUIA-TUNIS-ARIANA-SOUSSE
PC BUREAU HP PRO 3500 G645 à 789TTC + Imprimante HP Offerte !!!
www.mytek.tn",photo
289,MyTEK,20,,photo
290,Timeline Photos,20,"::::::::  Découvrez nos promotions pour les PCs de bureau HP. Des ordinateurs performants pour toutes vos activités informatiques quotidiennes. Travail ou jeu, vous avez le choix !

:::::::  Faites le plein de bonnes affaires et profitez des meilleures promotions en consultant notre nouveau catalogue été 2012, où un vaste choix de produits aux meilleurs prix vous attend. !!!
Pour le feuilleter, prière suivre ce lien : http://www.mytek.tn/catalogue-juillet-2012/catalogue.html",photo
291,Timeline Photos,20,"Sacoche HP originale à 25 TTC au lieu de 38 TTC Profitez!!!
www.mytek.tn",photo
292,MyTEK,20,Profiitez!!!!,photo
293,Timeline Photos,19,"Téléviseur TELEFUNKEN LED Full HD 43"" avec garantie de 3ans à 859dt
http://www.mytek.tn/tv-led-tunisie/8399-televiseur-telefunken-43e4600b-led-full-hd-43.html
Table TV couleur: Chêne brut à 259dt
http://www.mytek.tn/meuble-tv/9735-table-tv-lcd-alesta-tv033cb.html",photo
294,Timeline Photos,19,"Le nouveau #PC #Gamer HP Omen® chez MyTEK à 2199DT au lieu de 2399DT pour les 10 premiers clients 
http://www.mytek.tn/pc-gamer-/9647-pc-portable-hp-omen-15-ax201nk-i7-7e-gen-12go-1to-128go-ssd.html",photo
295,Timeline Photos,19,"Seulement chez MYTEK, ASUS E402SA /Dual-Core/ 2Go /32Go eMMC à 399dt
http://www.mytek.tn/pc-portable/8086-pc-portable-asus-e402sa-dual-core-2go-32go-emmc.html?search_query=E402SA&results=1
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse)",photo
296,Timeline Photos,19,"Smartwatch+ Casque VR Box 3D à 89dt au lieu de 179dt
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse)
http://www.mytek.tn/montre-connectee-tunisie/8061-pack-casque-virtuel-vr-box-3d-smart-watch-u8-bluetooth.html",photo
297,Timeline Photos,19,"PC Portable Asus à 499 TTC avec 3 ANS de GARANTIE !!!
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse) 
www.mytek.tn",photo
298,Timeline Photos,19,"Coffre Fort Electronique YALE YSV200DB1 à 159 TTC au lieu de 219 TTC !!
Protéger vos bien avec MYTEK
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse)",photo
299,Timeline Photos,19,"Les meilleures offres sont toujours chez Mytek !! Tablette D-Link + pack offert à 119 seulement !!
www.mytek.tn",photo
300,60 dt de réduction !,19,L'Acer Liquide Z4 à 199 dt seulement au lieu 259 dt ! Profitez de notre offre !,offer
301,Timeline Photos,19,LE DELL INSPIRON 3542 /DUAL CORE / 4GO / 500 GO +POWER BANK OFFERT A 599 TTC SEULEMENT,photo
302,Gamer HP,19,Tentez le vrai HP Gamer sur le marché avec HP ENVY Phoenix Desktop PC 810-320nk à 1999DT,offer
303,Timeline Photos,19,"Le Smartphone #Acer #liquid #E3 #Duo #Plus Double SIM à processeur Quad Core 1Ghz,RAM 2Go de qualité pour un prix exceptionnel ! seulement 499 dinars avec un Etui de protection Offert
ww.mytek.tn",photo
304,Timeline Photos,19,"HP Pavilion 15-n010ek-i7 4ème génération + Subwoofer HP d'origine OFFERT à 1489 TTC !!
www.mytek.tn",photo
305,MyTEK's cover photo,19,,photo
306,Timeline Photos,19,"PC Portable HP Pavilion G6-2301EK à 999 TTC au lieu de 1069 TTC avec plusieurs cadeaux surprise !! 
www.mytek.tn",photo
307,Timeline Photos,19,"C 'parti...chez Mytek !! 15 jours de folie à petit prix !! Du 1er jusqu'au 15 Octobre 2013.
www.mytek.tn",photo
308,Timeline Photos,19,"Profitez des meilleures offres seulement chez MyTEK : CHARGUIA-TUNIS-ARIANA-SOUSSE
Tablette HP Slate 7 2801 à 319TTC !!!
www.mytek.tn",photo
309,Timeline Photos,19,"Plus fin !! Plus léger !! Plus rapide !!
Découvrez notre gamme d'iPad en suivant ce lien : http://www.mytek.tn/24-tablette-pc#/fabricant-apple
Disponible actuellement dans nos magasins MyTEK : CHARGUIA-TUNIS-ARIANA-SOUSSE
www.mytek.tn",photo
310,Timeline Photos,19,"PROMO Netbook Packard-Bell à seulement 479 DT !!!
Disponible dans nos magasins MYTEK :
CHARGUIA-ARIANA-TUNIS-SOUSSE
www.mytek.tn",photo
311,Timeline Photos,19,"*******ASUS Eee Pad Transformer TF101*******
Avec ou sans clavier,votre tablette comme vous le voulez, où vous le voulez
Disponible chez Mytek.tn en Promo à 899 DT !!!
www.mytek.tn",photo
312,Timeline Photos,19,"ACER UltraBook Time Line M3-580 T
Disponible chez Mytek.tn à 1119 DT
www.mytek.tn",photo
313,Timeline Photos,19,"Bonjour à toutes et à tous.
www.mytek.tn",photo
314,MyTEK,19,"Voici ce que propose Bitdefender Internet Security 2012 : Antivirus, antispyware, antiphishing, pare-feu, contrôle parental, protection sur les réseaux sociaux et fonctionnalités de gestion à distance ne sont que quelques modules qui sont proposés dans la nouvelle version 2012.

Profitez de la meilleure suite antivirale du moment, la plus primée et la plus nominée...

:::::::::: Chez MyTEK, Vous méritez le meilleur !",photo
315,Timeline Photos,19,"Découvrez notre sélection de caméscopes numériques disponible chez MyTEK. Enregistrez vos souvenirs en toute simplicité avec un caméscope à carte mémoire flash. 
Avec l'avènement de la haute définition et la multiplication des téléviseurs compatibles, il va de soi que l'achat d'un caméscope HD s'avère un gage de pérennité.

:::::::::::::::::  Et bien plus encore sur notre site web : http://www.mytek.tn/92-camescope",photo
316,MyTEK,19,"::::::: Catalogue MyTEK Juillet-Août 2012 :::::::

Faites le plein de bonnes affaires et profitez des meilleures promotions en consultant notre nouveau catalogue été 2012 (Juillet-Août), où un vaste choix de produits aux meilleurs prix vous attend. !!!

::::: Prière consulter notre site ou suivre ce lien : http://www.mytek.tn/catalogue-juillet-2012/catalogue.html",photo
317,Humeur & Bon goût...,19,"Bonjour à toutes et à tous !!! Excellent début de semaine !
Com d'hab', Pleins de promos et de nouveaux produits vous attendent sur notre site web : www.mytek.tn",photo
318,Humeur & Bon goût...,19,"صباحكم ورد وفل وياسمين...صباح يفرح و يسعد الغالين...:)
Com d'hab', Pleins de promos et de nouveaux produits vous attendent sur notre site web : www.mytek.tn",photo
319,Timeline Photos,19,"Beats Solo HD by Dr Dre
Casque à arceau de tête - câble ControlTalk pour iPod et iPhone avec microphone et touche de prise d'appel Coussinets moelleux supra auriculaires.
------------->Disponible chez MyTEK au prix de 425 D
www.mytek.tn",photo
320,Timeline Photos,19,"IPAD3!!!!
Disponible actuellement chez MYTEK www.mytek.tn",photo
321,Secure Digital 4 Go,19,"En Promo,les cartes mémoires 4GO sont disponibles pour seulement 6 DT !!!Profitez
www.mytek.tn",link
322,Timeline Photos,19,Flash disk TwinMos 4Go K2 pour 12DT.,photo
323,Timeline Photos,18,"Plus de 5000 articles High-Tech en stock et des PROMOS chaque jour
Commandez en ligne & payez à la livraison
0 frais à partir de 300dt d'achats
www.mytek.tn",photo
324,Timeline Photos,18,"LE PLUS PUISSANT HP PAVILION :
http://www.mytek.tn/ordinateurs-portables-tunisie/6262-pc-portable-hp-15-ab203nk-i5-6e-gen-8go-1to-cle-3g-offerte-tunisie.html",photo
325,Mobile Uploads,18,"Les Jours Anniversaires Mytek Commencent....Profitez ...HP i5 8Go au meilleur prix !! Pleins de cadeaux & de remises Exceptionnelles !!!
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse) 
www.mytek.tn",photo
326,15% de Réduction,18,Récepteur StarSat SR-2000HD HYPER avec abonnement 15 mois SHARING & 6 mois IPTV à 135 TTC,offer
327,Timeline Photos,18,"Les meilleures offres sont toujours chez Mytek ! Pc Portable Dell Dual Core 2957U / 4Go / 500Go / 15.6'' HD à 499 TTC seulement !!
www.mytek.tn",photo
328,Timeline Photos,18,"Les meilleures offres sont toujours chez Mytek !! Smart Phone Samsung Galaxy A5 + Tige à selfie offerte à 845 TTC seulement !!
www.mytek.tn",photo
329,Réduction 80 DT !!,18,Tablette Samsung Galaxy Tab 3 7'' à 259 TTC au lieu de 339 TTC !!! www.mytek.tn,offer
330,Timeline Photos,18,"Les meilleurs offres sont toujours chez Mytek ! DELL inspiron 3542 Dual-Core 2957U/ 4G/500G/ 15.6''/ Intel HD à 569 TTC !!
www.mytek.tn",photo
331,Réduction 100 DT !!,18,Tablette Acer Iconia B1-721 à 229 TTC au lieu de 329 TTC + 1Go d'internet offerte !!,offer
332,Timeline Photos,18,"Tablette Asus MemoPad7 /1Go/4Go /Double cam. à 149 dt au lieu de 199 dt !!! 
5 Magasins à votre service Tunis, Ariana, Charguia I, Sousse & Nabeul",photo
333,A 339 DT SEULEMENT,18,Le Nokia XL est en promotion chez Mytek à 339DTseulement avec son Tempered glass Offert,offer
334,25% de réduction,18,"Profitez de l'offre Tablette Acer 7"" HD 16Go B1-720 à 169 DT seulement",offer
335,10% de réduction,18,Economisez 20 Dinars sur l'achat de votre tablette Acer,offer
336,Timeline Photos,18,"La semaine des promos continue ! la Tablette AIKUN 7"" 8Go + Etui de Protection à seulement 89 dinars 
Pour tout achat effectué aux différents points de vente du 25/10/2014 au 24/11/2014, un tirage au sort aura lieu et un gagnant remportera un CADEAU 
www.mytek.tn",photo
337,Timeline Photos,18,"Tablette SAMSUNG Galaxy Tab 3 7'' à 269 TTC
www.mytek.tn",photo
338,Timeline Photos,18,"Les offres de l'année chez MyTEK commencent !!
www.mytek.tn",photo
339,Timeline Photos,18,"Promotion PC Portable ASUS X501A-XX465D à 559 TTC au lieu de 619 TTC !!
www.mytek.tn",photo
340,Timeline Photos,18,"Promotion Tablette Asus MeMo Pad valable du 25 au 30 Septembre. Profitez !!
www.mytek.tn",photo
341,Timeline Photos,18,"Tablette PointOfView MOBII 701 à 169 TTC !!
www.mytek.tn",photo
342,Timeline Photos,18,"Profitez des meilleures offres seulement chez MyTEK : CHARGUIA-TUNIS-ARIANA-SOUSSE
PC Portable PACKARD BELL EasyNote TE-i5 + Tablette HP Slate 7 à 1299 TTC !!!
www.mytek.tn",photo
343,Timeline Photos,18,"MyTEK recrute...
www.mytek.tn",photo
344,Timeline Photos,18,"Bonjour ;)
www.mytek.tn",photo
345,Timeline Photos,18,"Profitez !!
www.mytek.tn",photo
346,Timeline Photos,18,"*** Faites l'achat d'un netbook compact, efficace et pas cher en choisissant le netbook Acer Aspire One D270 ! Ce netbook Acer répondra efficacement à tous vos besoins essentiels tout en offrant une bonne autonomie...",photo
347,MyTEK,18,":::::::::: Nouvel iPad : Enfin disponible chez MyTEK !

Voici venir l'iPad 3, ou plutôt le « nouvel iPad », comme le nomme Apple. La troisième génération de tablette de la firme reçoit un écran haute définition, un processeur graphique plus performant...",photo
348,MyTEK,18,":::::::::: Esthétisme...Performance...Tout-en-un !

L’ordinateur Inspiron One 2320 combine unité centrale et écran tactile multipoint dans une conception épurée tout-en-un ! Profitez de vos vidéos et applications tactiles avec un incroyable niveau de puissance et de réactivité qui comblera les utilisateurs les plus exigeants...

:::: Disponible en promo chez MyTEK au prix de 1839 DT !",photo
349,MyTEK,18,"Découvrez notre sélection de caméscopes numériques disponible chez MyTEK. Enregistrez vos souvenirs en toute simplicité avec un caméscope à carte mémoire flash.
Avec l'avènement de la haute définition et la multiplication des téléviseurs compatibles, il va de soi que l'achat d'un caméscope HD s'avère un gage de pérennité.

::::::::::::::::: Et bien plus encore sur notre site web : http://www.mytek.tn/92-camescope",photo
350,Timeline Photos,18,":::::::::::: Imprimantes multifonctions ::::::::::::

L'achat d'une imprimante multifonction avec scanner et/ou FAX représente le choix le plus économique pour gérer la création de documents. MyTEK vous propose une sélection d'imprimantes multifonctions aux connectiques de vos besoins :USB, WiFi, LAN,... parmi les marques HP et EPSON. Pour des impressions ponctuelles, orientez-vous vers une imprimante multifonction jet d'encre. Préférez une imprimante multifonction laser pour une utilisation plus intensive.",photo
351,Timeline Photos,18,"::::::: Soyez au coeur de l'action et immortalisez vos meilleurs souvenirs avec notre sélection d'Appareils Photos Numériques Samsung disponible chez MyTEK !!!!

Coupé !!... Ce n'est qu'un petit zoom sur notre nouveau catalogue Eté 2012 que vous le retrouver sur ce lien : http://www.mytek.tn/catalogue-juillet-2012/catalogue.html

:::::::A en profiter !!!!! Soyez les bienvenuuuuuuuuuuuuuus !",photo
352,Timeline Photos,18,"Farhtkom ahla farha !!! Farht njehkom !!!
Inchallah dima nejhin !!! ... Dima ferhin !!!...
******
11ème idée Cadeau : Savant mélange de design, de compacité et de confort le Samsung NC108 vous permettra d'exécuter vos applications courantes avec un encombrement très réduit mais également un excellent niveau de confort, 
****** Disponible chez MyTEK au prix réduit de 519 DT !!! 
*********************** Profitez-en !!!",photo
353,Timeline Photos,18,"*** Savourez la Coupe d'Europe 2012 avec MyTEK !!! ***
Payez 133 DT * 6 et partez avec un TV LG LCD 32"" !!!
Ou 749 DT au comptant.

**** Pour plus d'informations sur cette offre, prière visitez notre site ou suivre ce lien : http://www.mytek.tn/tv-lcd/785-tv-lcd-lg-32-hd.html",photo
354,Timeline Photos,18,"Vivez la coupe d'europe 2012 avec mytek !!!
Payez 140 DT x 6 et partez avec un TV TOSHIBA LED 32"" !!!
ou 799TTC au comptant.
www.mytek.tn",photo
355,Timeline Photos,18,"La puissance du processeur i5 à petit prix, un pc Lenovo G570-i5  a seulement 899DT. Profitez!!!!
www.mytek.tn",photo
356,Timeline Photos,18,,photo
357,Dell Inspiron n5110,18,"Disponible chez MyTEK pour seulement 1149 DT!!!!
www.mytek.tn",video
358,Flash disk 4GO TWINMOS,18,"Disponible chez mytek pour seulement 9.5 DT !!! profitez :))
www.mytek.tn",link
359,Sacoche HP,18," Sacoche d'ordinateur HP protectrice avec bandoulière, fait d'un matériel de haute qualité et résistant, avec une absorption très élastique. Donne une bonne protection pour votre ordinateur, légère et confortable, respirant,... 
Disponible chez MyTEK 
www.mytek.com ",link
360,HP Pro 3300 -i3,18,Visitez www.mytek.tn pour profitez de nos meilleurs prix !!,link
361,boutique informatique en tunisie,18,Les commandes passées sur notre site entre le 28/11 & le 03/12/2011 bénéficieront des Prix Promotionnels affichés (livraison au plus tard début de la semaine prochaine) www.mytek.tn,link
362,Timeline Photos,18,"Ne passez jamais a coté des bonnes affaires, on est juste a coté de la foire charguia !!!!",photo
363,Acer Travelmate 5742G-484G50,18,Disponible à partir du mardi 6 septembre 2011 dans tous nos points de vente !,link
364,Timeline Photos,17,"Profitez avec MyTEK !
Smartphone ASUS ZenFone GO 3G à 199dt.
Smartphone ASUS ZenFone GO 4G à 299dt.
http://www.mytek.tn/142-smartphone-tunisie#/fabricant-asus/systeme_d_exploitation-android",photo
365,Timeline Photos,17,"PC Portable ASUS i7 6è Gén /4 Go / 1 To & 2Go Graphique à 1399dt seulement !!!
Équipé d'un lecteur d'empreintes & module de sécurité TPM + Sacoche ASUS offerte
http://www.mytek.tn/pc-portable/9551-pc-portable-asus-p2430uj-i7-6e-gen-4-go-1-to-black.html",photo
366,MyTEK's cover photo,17,,photo
367,Timeline Photos,17,"Profitez ..Pc Portable Asus X205TA à 339 TTC seulement !! avec Office 365 et Windows 8.1 .
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse) 
www.mytek.tn",photo
368,Timeline Photos,17,"PC LENOVO G5030 Intel Quad-Core N3540/ 4Go/ 500Go/ 15.6'' HD LED à 549 TTC + Bons d'Achat 50DT !!! Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse)
www.mytek.tn",photo
369,MyTEK's cover photo,17,,photo
370,Timeline Photos,17,"Les meilleures offres sont toujours chez Mytek !! Smart Phone IKU K22i + carte memoire 4Go + Film de protection à 199 TTC seulement !!
www.mytek.tn",photo
371,Réduction 100 DT !!,17,Tablette Acer Iconia B1-721 à 229 TTC au lieu de 329 TTC + 1Go d'internet offerte !!,offer
372,N'hésitez pas à postuler,17,Mytek recrute : 02 Aides Magasiniers .,offer
373,Timeline Photos,17,"HP PAVILLON-17-F200 NK i7 5ème Génération pour un prix exceptionnel ! 
5 Magasins à votre service Tunis, Ariana, Charguia I, Sousse & Nabeul(ouverture bientôt) .",photo
374,Timeline Photos,17,"L'Asus #Fonepad 7"" Double SIM 3G à processeur Quad-Core et RAM 1Go pour 259DT seulement au lieu de 299DT avec un Etui de protection Offert 
www.mytek.tn",photo
375,Timeline Photos,17,"Profitez d'une promotion limitée sur L'ASUS Transformer Book T100 avec un processeur Intel® Atom Quad Core Z3740, 500Go de stockage et Un écran 10.1"" transformé en Tablette Tactile + Clé 3G ooredoo + 2 mois internet gratuit pour seulement 739 dinars",photo
376,Timeline Photos,17,"Tablette #Lenovo #A3500 7"" HD 3G à processeur Quad Core 1.3Ghz, Stockage 16Go et fonction téléphonique pour 275 DT seulement 
www.mytek.tn",photo
377,Timeline Photos,17,"Profitez de l'offre #Tablette #Acer 7"" HD 16Go B1-720 à 169 DT seulement 
www.mytek.tn",photo
378,24% de Réduction,17,Économisez 21 Dinars sur l'achat de cette magnifique Tablette livrée avec son étui,offer
379,15% de Réduction,17,Economisez 30 Dinars sur l'achat de votre tablette Acer équipée par un processeur Intel,offer
380,Timeline Photos,17,"HP Quad Core à petit prix.....Profitez !!
www.mytek.tn",photo
381,Timeline Photos,17,"Promotion PC Portable ASUS X501A-XX465D à 559 TTC au lieu de 619 TTC !!
www.mytek.tn",photo
382,Timeline Photos,17,"C 'parti...chez Mytek !! 15 jours de folie à petit prix !! Du 1er jusqu'au 15 Octobre 2013.
www.mytek.tn",photo
383,Timeline Photos,17,"C'est parti...chez Mytek !! 15 jours de folie à petit !! Du 1er jusqu'au 15 Octobre 2013.
www.mytek.tn",photo
384,Timeline Photos,17,"Profitez des meilleures offres seulement chez MyTEK : CHARGUIA-TUNIS-ARIANA-SOUSSE
Tablette HP Slate 7 2801 à 319TTC !!!
www.mytek.tn",photo
385,Timeline Photos,17,"Profitez des meilleures offres seulement chez MyTEK : CHARGUIA-TUNIS-ARIANA-SOUSSE
Tablette HP Slate 7 2801 à 319TTC !!!
www.mytek.tn",photo
386,Timeline Photos,17,"Robuste, simple et convivial, le COOLPIX S30 de 10 millions de pixels est un véritable appareil photo familial.
Disponible chez Mytek à seulement 209TTC !!!
www.mytek.tn",photo
387,Timeline Photos,17,"::::::::::HP Pavilion g6-2001sk:::::::::::
::Disponible chez Mytek.tn à 889 DT !!!::
::::::::::::::www.mytek.tn::::::::::::::::",photo
388,Timeline Photos,17,"Profitez !!
www.mytek.tn",photo
389,MyTEK,17,,photo
390,MyTEK,17,"MyTEK recrute ...

www.mytek.tn",photo
391,Timeline Photos,17,::::::: Soyez au coeur de l'action et immortalisez vos meilleurs souvenirs avec notre sélection d'Appareils Photos Numériques Samsung disponibles en promo chez MyTEK !!!!,photo
